claim,label
Türkiye’de 329 huzurevi var ve bu kapasitenin yaklaşık 21 bini dolu durumdadır,mostly false
Kamu İhale Kanunu 12 yılda dolaylı ve direkt olarak tam 164 defa değiştirilmiştir,mostly true
Öğrencilerin Bolu'daki AK Parti mitingine katıldığı iddiası,true
"2018-19 yılında ilkokul çocuklarında okullaşma oranı %91, ortaokul çocuklarında %93,28. … ama bu rakamların şöyle bir trajik anlamı var: 2011/12 yani 4+4+4 başladığı gün, bu oran 98,67 idi. Cumhuriyet tarihi boyunca bu oranlar sürekli artagelmiştir.",true
"Türkiye, 2020 itibarıyla uygulanan asgari ücretin satın alma gücü paritesine göre birçok Avrupa ülkesini geride bıraktı",true
Türkiye tarım alanında Avrupa’nın 1. ülkesi. GSYH’deki tarımsal büyümede Avrupa’da 1. dünyada 7.’yiz.,mostly false
"Akşam, 'Atatürk Havalimanı güvenli' haberini saldırının ardından kaldırdı",true
Kuveyt'te bir televizyon programındaki İslam tartışması ve altyazıları,true
Kişi başına gelir sıralamasında 2005'te bu memleket 56'ncıydı bugün 64'üncü.,mostly true
Immigranten der Aquarius in Spanien: Gespendete Kleidung weggeworfen.,false
"KOSGEB bütçesine ayrılan kaynağı bir önceki yıla göre yüzde 60 arttırarak 1,7 milyar liraya çıkardık.",mostly false
Fotos von Flüchtlingen auf Lesbos sind inszeniert,false
"Das Gehirn werde durch Sauerstoffmangel dauerhaft beschädigt, wenn man Masken trage.",mostly false
Aktueller Bericht des RKI: Seit Wochen kein Sars-Cov-2 nachgewiesen,mostly false
دیسکو مکه با قرائت قرآن آغاز شد.,false
"Çünkü Türkiye Cumhuriyeti, Makedonya'yı ilk tanıyan ülke ve Üsküp'e ilk büyükelçi atayan ülke.",mostly false
"Die Seite „politikstube.com” suggeriert, dass die Stadt Rottweil besonders teuer ausgestattete Wohnungen für Flüchtlinge baut.",mostly true
Öğretmen başına düşen öğrenci sayısı 14 yıl öncesine göre yüzde 100 azaldı. Bir öğretmen artık 60 öğrenci yerine 30 öğrenciye ders veriyor.,false
Cumhurbaşkanlığı Külliyesi'nde zikir,true
"Makedonya'yı, anayasal ismiyle tanıyan tek ülke biziz.",false
"Ebu Hanzala'nın Ankara'da panele katılacağı doğru, reklam panoları montaj",mostly false
"Kinder und Jugendliche dürften keine Maske tragen, weil Sauerstoffmangel ihre Entwicklung beeinträchtigen würde.",mostly false
"Chlordioxid heilt Covid-19, Covid-19 ist keine Atemwegserkrankung, es gibt einen Zusammenhang zwischen 5G und dem Coronavirus",mostly false
"1990'ların başında rahmetli Özal bu memleketi teslim ettiği zaman kişi başına düşen gelir, 2002 yılında AK Parti iktidarından önce daha aşağı düştü.",false
Altyapı yatırımları noktasında dünyada ikinci sırada olan müteahhitlerimizin yapacağı çok şey olduğuna inanıyorum.,mostly false
"Auch wenn die Ehefrau erst 6 und der Mann 56 ist, können wir nicht einfach unterstellen, die Heirat wäre nicht aus Liebe vollzogen",false
هیچ یک از روسای قوه قضاییه تا کنون تحصیلات حقوقی نداشته‌اند.,true
"Dünyada gıda fiyatları bir yılda yüzde 20 gerilemiştir. Çelişkiye bakınız ki, Dünyada gıda ürünleri ucuzlarken, bizde artmaktadır.",mostly true
"Wir finden keine 24, sondern nur 23 Fälle. Davon abgeschlossen ist nur einziger Fall.",mostly false
"Biz iktidara geldiğimizde Türkiye dünya ekonomi liginde 26’ncı sıradaydı, şimdi 16’ncı büyük ekonomik gücü, Avrupa’nın da 6’ncı büyük ekonomik gücü.",mostly false
"İstihdam yaratma potansiyelimiz 90'lar seviyesinde olsaydı, bugün işsisizlik yüzde 14 seviyesine çıkar ve işsiz sayımız 3,5 milyon kişi daha fazla olurdu.",mostly false
"Enflasyon yüzde 30’tu, şimdi tek haneli rakamda.",true
Türkiye iş cinayetlerine rekora koşuyor. Sadece Ağustos ayında 158 işçi hayatını yitirdi.,mostly true
A Haber'in Muharrem İnce'nin İzmir mitingine katılım olmadı alt bandı kullandığı iddiası,false
Die Zahl der Messer-Angriffe in Deutschland nimmt dramatisch zu.,mostly false
Foto von schreiendem Affen mit Jungem soll angeblich aus Amazonas-Gebiet stammen,false
Afrika'daki en büyük ticaret ortağımız Cezayir'dir.,false
رهبری در انتصاب‌هایش از همه گروه‌های سیاسی بهره می‌برد.,false
"Geteilter Kettenbrief in Niedersachsen: Verbrecher geben vor, Rauchmelder prüfen zu wollen, um in Wohnung zu gelangen",true
طبق آمار وزارت کشاورزی آمریکا ۴۱ میلیون نفر با مشکل گرسنگی دست و پنجه نرم می‌کنند.,true
2013'te bir eylemde karşı karşıya gelen Desi ve Ivan'ın hikayesi,true
Borçların tüketici gelirlerine oranı yüzde 4'lerden yüzde 50'lerin üzerine çıkmıştır.,true
ایران سومین کشور جهان در تولید مدرک دانشگاهی است.,mostly true
Vatandaşların bankalara 424 milyar borcu bulunuyor.,true
Videodaki domuzlar koronavirüs nedeniyle diri diri gömülmüyor,mostly false
Entwicklung der CO2-Emissionen von Deutschland und weltweit,true
Migranten verfügen über namenlose Mastercards mit EU- und UNHCR-Logo,mostly false
Cumhurbaşkanlarının CSO’yu dinleme sayılarına dair iddialar,mostly false
Einnahmen durch Pfandflaschen sollen künftig versteuert werden,false
"2013 yılındaki 407 bin iş davasının 190 bini sonuçlandırıldı, 217 bini sonraki yıla devretti.",mostly true
„Corona-Regeln: Sachsen droht Eltern mit Kindesentzug“,mostly true
"AK Parti 56 ilde birinci oldu. 23 ilde ikinci parti, sadece 2 ilde 3. parti. CHP ise 37 ilde temsil edilmiyor.",true
Barış Pınarı Harekatı ve Trump’ın katıldığı açılış hakkındaki iddia,false
Schweden wird wegen Einwanderung bis 2030 ein Dritte-Welt-Land,false
...kadına dönük şiddetin tarihteki en tepe noktasına geldiğini gördük. 2015’in ilk 10 ayında 346 kadın katledildi.,mostly true
"Bugün memnuniyet ve sevinçle diyorum ki, kadın adaylara en fazla yer veren parti AK Parti’dir.",false
Ekrem İmamoğlu'nun 'İstanbul İmamlar Birliği' hakkında duyuru yaptığı iddiası,false
در برخی سال‌های اخیر دختران توانسته‌اند تا ۶۰درصد ورودی دانشگاه‌ها را از آن خود کنند,mostly true
Fotoğrafın YPG tarafından esir alınan Türk askerlerini gösterdiği iddiası,false
Alle Arbeitgeber müssen bis 31. Juli 2021 den Impfschutz ihrer Angestellten nachweisen,mostly false
Ben 2002’de Hazineden sorumlu bakan olarak başladığımda Türkiye’de faizler %66 idi. Enflasyon %29’du. Ülkede 35 yıl çift haneli enflasyon görmüştük. Tek haneli enflasyonu Türkiye’de hemen birkaç yıl içerisinde gördük.,mostly true
Türkiye’de 20 milyon  yoksulluk sınırının altında yaşıyor.,mostly true
Bizde son 15 yılda hiç krize girmeyen sektör inşaat sektörüdür.,mostly true
Eğitim bütçesinin yaklaşık yüzde 90'ını zorunlu harcamalar oluşturmaktadır.,mostly true
موسسات معتبر بین‌المللی ایران را جزو امن‌ترین کشورهای جهان برای سفر معرفی کرده‌اند.,mostly true
"TSK NATO’nun 2. büyük ordusu, dünyanın 5. büyük ordusudur",mostly false
1980-2002 arası Türkiye’nin ödediği faiz 135 milyar lira. 2002-2014 arası ödediği faiz ise 598 milyar lira,mostly true
12 yılda üreticilerimize 70 milyar lira nakit hibe desteği sağladık.,true
"Donald Trump: „„Wenn ich kandidieren würde, würde ich als Republikaner kandidieren. Sie sind die dümmste Gruppe von Wählern im Land. Sie glauben alles auf Fox News. Ich könnte lügen und sie würden es immer noch schlucken. Ich wette, meine Zahlen wären fantastisch.“",false
Enerji sepetinde yenilenebilir kaynak oranı yüzde 40'a ulaştı ve bu oran birçok AB ülkesinin üstündedir.,true
Türkiye baklagillerde net ithalatçı ülke durumundadır.,true
"Artık Türk Silahlı Kuvvetleri’mizin kahraman ordumuzun tesisat, mühimmat ihtiyacının büyük bir kısmını neredeyse % 65-70’e yakınını yerli kaynaklardan karşılıyoruz.",mostly false
In Dänemark darf die Polizei einige Hunderassen töten lassen - auch Hunde von Touristen,mostly true
Kadınların dekolte giyerek deprem yaratmaya çalıştığı iddiası,true
"Enerji alanında geldiğimiz önemli seviyeye rağmen AB müzakerelerinde tıkanan fasıllardan birinin enerji olmasını da manidar buluyorum. Eksik ne söyleyin, cevap yok.",mostly true
Vatandaşların bankalara 424 milyar borcu bulunuyor.,true
Kamudan KHK’ler ile ihraç edilenlerin 41.705’i (yüzde 31) eğitim ve yükseköğretim kurumlarından.,mostly true
Merkel will 12 Millionen Migranten ansiedeln und indigene Deutsche ersetzen.,mostly false
Skandal-Urteil in Reutlingen: 12-fache Vergewaltigung – Richter lässt syrischen Triebtäter laufen,true
Geisteskranke Antifa fackelt 5 Autos von Bademeistern und Schwimmbadangestellten ab,mostly false
Datenschutz-Irrsinn: Namen an Klingelschildern und Briefkästen möglicherweise unzulässig,false
"Eski Türkiye olsaydı, bir seçim olsaydı popülist gayelerle bütçe açığı artardı.",false
"Türkiye'de Süryanice eğitim veren okul bulunmuyor, 1928'de kapatılan son okuldan sonra bu eğitim yapılamıyor, sadece bir anaokulu var.",true
Soruların bekçi alımı için yapılan sınavda sorulduğu iddiası,true
Gana’da sahte ABD Büyükelçiliği açıldığı iddiası,true
„Nicht schon wieder – HUNDERTE VÖGEL fallen nahe einer 5G-ANLAGE tot vom Himmel!“,false
(Türkiye) 34 yıl boyunca ya 2 haneli ya da 3 haneli enflasyon dönemlerini yaşadı... tek haneli rakam 2004 yılında görüldü...2012 yılında enflasyonda ulaşılan rakamın son 44 yılın en düşük oranı,true
Asgari ücreti 184 liradan bin liraya çıkaran biziz.,true
"Kardinal George Pell habe gesagt, „Abtreibung ist schlimmer als Kindesmissbrauch“",mostly true
Video auf Facebook: bei den angreifern soll es sich um libanesen handeln. tatort soll gelsenkirchen sein!,mostly true
Erzurum'daki Hasan-ı Basri Türbesi'nin etrafına TOKİ binası yapıldığı iddiası,true
"Das Foto zeige einen Söldner, der als Kriegsflüchtling nach Deutschland komme",false
Bir ders kitabında kedilere işkenceyi konu alan soru olduğu iddiası,mostly false
Selfitis'in Amerikan Psikiyatri Derneği tarafından hastalık olarak kabul edildiği iddiası,mostly false
"Dünyanın ilk 10 ekonomisi arasına girme hedefi olan Türkiye, 17.likten 18.sıraya düşmüştür",mostly true
"Aile gelirinin borca oranı 2002’de yüzde 4,7’ydi. Şimdi bu oran yüzde 57.",mostly true
Jetzt doch ab 1. Januar: EU-Standard-Chip EPS ersetzt Personalausweis,false
"AR-GE personeli sayısı 2002 yılında 29 bin iken 2012 yılında 105 bine ulaştı. 2002 yılında özel sektör tarafından istihdam edilen AR-GE personelinin oranı yüzde 20 iken 2012 yılında yüzde 49,7'ye çıktı.",true
"Şu an hapiste olan öğrenci sayısı, AKP’nin iktidara geldiği 2002 yılındaki toplam mahpus sayısından daha fazladır.",true
Fotos von Busfahrern ohne Schutzmasken: Fahren Evakuierte nach Coronavirus-Ausbruch in Krankenhaus,mostly true
مرکز لرزه‌نگاری دولتی مکزیک اعلام کرده در لحظه گل مکزیک [به آلمان] زمین‌لرزه خفیفی در اثر بالا و پریدن ملت ثبت شده است,false
Elon Musk verlässt Tesla und investiert 700 Millionen in die Semantic App,false
İstanbul Havalimanı'nın şantiye alanını su bastığı iddiası,true
"Mayıs ayı toplam mal ihracatı, önceki yıllardaki tüm mayıs ayı rakamlarını geçerek Cumhuriyet tarihi rekorunu kırdı.",true
İmalat sanayinin gayri safi milli hasılada payı yüzde 23'ten yüzde 15'e geriledi.,mostly true
ABD’de bir vatandaş (Osman Gazi Köprüsü ile) aynı uzunluktaki köprüyü yedi dolara geçiyor.,true
700 Euro Weihnachtsgeld für Flüchtlinge.,false
"Ülkemiz hala OECD ülkelerinin doğumda beklenen yaşam süresine ulaşamamıştır, üstelik bu haliyle ulaşması da beklenmemektedir.",mostly true
"Sanayi Üretimi Endeksindeki %17,6’lık artışla Türkiye, haziran ayında Avrupa sıralamasında ilk sırada yer aldı",mostly false
"Kanal İstanbul için merkezi hükumetin harcayacağı para, Çevre ve Şehircilik Bakanlığı’nın depremden bu ülkeyi kurtaracak kentsel dönüşüme ayırdığı paranın tam 7 katıdır",true
"CHP'nin 25 yıl tek başına iktidar olduğu süre içinde sadece Ankara Üniversitesi açıldı, 13 yıllık AK Parti iktidarında ise 100'ün üzerinde üniversite açıldı.",true
Biz bunu (kişi başına düşen milli gelir) 3 bin 400 dolardan aldık 11 bin dolara çıkardık.,mostly false
1995 seçimlerinden 2011 seçimlerine kadar baktığımızda hükümet kurma görevinin yemin töreninden sonraki 3 gün içinde belirlendiğini biliyoruz.,true
"Sokağa çıkma yasaklarının hiçbir hukuki temeli yoktur. Gösterilen hukuki temel tamamen dayanaktan yoksundur… İki kanunda sokağa çıkma yasağı vardır; birisi olağanüstü haldir, diğeri sıkıyönetimdir.",true
"Din görevlileri, Boşnaklar, Arnavutlar ve Arapların Çanakkale'de savaşmadığı iddiası",mostly false
"Türkiye'nin 2016 ilk çeyrek itibarıyla toplam dış borcu 411.5 milyar dolardı. AKP iktidara geldiğinde, 2003’te, 124 milyar dolardı. Her doğan çocuk 5.137 dolar borçla dünyaya geliyor.",mostly true
Die Anwesenheit des Kindes in der Schule reicht laut WHO als Einwilligung zur Impfung,mostly true
Açık oy kullanılması Anayasa Mahkemesi tarafından iptal nedeni sayılmamakta ve (açık oy kullanmak) anayasaya aykırı değil.,false
"AB ortalamasının yüzde 35'inden, yüzde 53'üne yükselen bir refahımız var",mostly false
Tüketici güveni tarihi dip seviyede,true
"2014 yılında kadın cinayeti sayısı 281, 2015'in ilk 6.5 ayında ise 160 oldu.",mostly true
Helene Fischer tot aufgefunden.,false
در طول ۵سال گذشته آمار اشتغال خالص، ۲ میلیون و ۷۰۰هزار شغل بوده است,false
"''(Tasarruf oranları) Çin'de yüzde 52, Hindistan'da yüzde 35, AB'de ülkeye göre yüzde 22, 23, 24 olan tasarruf oranlarının Türkiye'de ise halen yüzde 13.4''",mostly true
دوره خشکسالی در ایران به پایان رسیده است و دوره ترسالی آغاز شده است.,false
"Son 50 yılın siyasi tarihine bakın, tek başına iktidarlardaki Türkiye’nin büyüme oranı, koalisyon dönemlerindekinin iki katıdır.",false
Nevşehir’in Acıgöl ilçesinde çöp kamyonunda bir köpeğin ezildiğine ilişkin iddialar,mostly false
on dört yıldır 6 kez vergi affı çıkarıldı.,true
"1986 yılında nükleerin elektrik üretimindeki payı yüzde 16’ydı, bugün yüzde 11’e düştü.",mostly true
"1990'lı yılların başında 3 cent olan elektriğin fiyatı, elektriğin piyasalaştırılması sonucu günümüzde 14 cente çıkmış durumda.",mostly true
"Weil die Renten um drei Prozent steigen, müssten künftig 48.000 Senioren ihre Rente versteuern. Damit steige die Zahl der steuerpflichtigen Rentner auf 4,98 Millionen.",mostly true
Michael Schumacher im Koma.,false
Der türkischstämmige Bundestagsabgeordnete Yergi Hiciv fordert einen Gesinnungstest für Deutsche.,false
بچه پول‌دارها به هیچ کجا نمی‌رسند و اکثرا معتاد می‌شوند.,false
"... (Türkiye) bir dönem dünyanın en önemli pamuk üreticilerinden birisiydik, şu anda dünyanın en önemli pamuk ithalatçılarından birisiyiz.",true
Türkiye'deki beş markanın ürünlerinde domuz eti kullandığı iddiası,mostly false
"Angeblicher Fyler „Kein Sex mit Nazi“, gefördert durch Bundesfamilienministerium",mostly true
پیش از تحریم‌های شدید، نرخ رشد اقتصادی را از منفی ۸درصد به ۱۴درصد رساندیم.,mostly false
"Geçen yıl aynı dönemde 1,8 milyar TL faiz dışı fazla varken, bu yıl faiz dışı bütçe açığı da 12,3 milyar TL’ ye ulaşarak yeni bir rekora imza atmıştır.",true
